hex,flight,r,t,alt_baro,lat_rnd,lon_rnd,ICAOTypeCode,Manufacturer,OperatorFlagCode,RegisteredOwners,Type
a2d93a,LJY711  ,N283BA,G280,ground,40.3,-79.4,G280,Gulfstream Aerospace,LJY,L J Aviation,G280
adc30c,LJY710  ,N986SP,GLF4,ground,40.3,-79.4,G450,Gulfstream Aerospace,LJY,L J Aviation,G450
a48a07,N3918Y  ,N3918Y,GLF4,ground,40.3,-74.8,G450,Gulfstream Aerospace,GAJ,Gama Aviation Signature,G450
aa5941,EJA766  ,N766QS,CL30,ground,40.3,-74.8,CL35,Bombardier,EJA,NetJets,Challenger 350
a133ed,N177HR  ,N177HR,F900,ground,40.3,-74.8,F9DX,Dassault,F9DX,Lenox Aviation LLC,Falcon 900DX
aa5cf8,EJA767  ,N767QS,CL30,ground,40.3,-74.8,CL35,Bombardier,EJA,NetJets,Challenger 350
aacc07,EJA795  ,N795QS,CL30,ground,40.3,-74.8,CL35,Bombardier,EJA,NetJets,Challenger 350
a7c2cd,N6CP    ,N6CP,GLF6,ground,40.3,-74.8,G650,Gulfstream Aerospace,G650,Pfizer Inc,G650 ER
ac9576,N91MS   ,N91MS,F900,ground,40.3,-74.8,F900,Dassault,F900,Labbe LLC,Falcon 900
a4a82f,N4CP    ,N4CP,GLF6,ground,40.3,-74.8,G650,Gulfstream Aerospace,G650,Pfizer Inc,G650 ER
a5772d,N451PW  ,N451PW,GLF4,ground,40.4,-105.0,G450,Gulfstream Aerospace,G450,Mayo Aviation,G450
a8af65,N659NR  ,N659NR,CL30,ground,40.4,-105.0,CL35,Bombardier,CL35,Blue Ocean Aerospace LLC,Challenger 350
a33a30,EJM37   ,N307JW,CL30,ground,40.4,-105.0,CL30,Bombardier,EJM,Executive Jet Management,Challenger 300
ad52a1,N958CR  ,N958CR,CL30,ground,40.4,-105.0,CL35,Bombardier,CL35,JH Transportation LLC,Challenger 350
a6ddb9,XOJ541  ,N541XJ,CL30,ground,40.5,-111.4,CL30,Bombardier,EDG,Jet Edge,Challenger 300
a3fcfb,XOJ356  ,N356VJ,CL30,ground,40.5,-111.4,CL35,Bombardier,XOJ,XO,Challenger 350
a5772d,N451PW  ,N451PW,GLF4,ground,40.5,-105.0,G450,Gulfstream Aerospace,G450,Mayo Aviation,G450
a8af65,N659NR  ,N659NR,CL30,ground,40.5,-105.0,CL35,Bombardier,CL35,Blue Ocean Aerospace LLC,Challenger 350
a33a30,EJM37   ,N307JW,CL30,ground,40.5,-105.0,CL30,Bombardier,EJM,Executive Jet Management,Challenger 300
ad52a1,N958CR  ,N958CR,CL30,ground,40.5,-105.0,CL35,Bombardier,CL35,JH Transportation LLC,Challenger 350
a51d5d,N429DD  ,N429DD,GLF4,ground,40.5,-3.6,GLF4,Gulfstream Aerospace,GLF4,Basurven Servicios Sanitarios CA,GIV SP
a7f063,N610SW  ,N610SW,GLEX,ground,40.5,-3.6,GL6T,Bombardier,GL6T,Corporate,Global 6000
344547,GES181U ,EC-LZU,GLF6,ground,40.5,-3.6,,---,,---,---
3435c5,GES451N ,EC-MNH,GLEX,ground,40.5,-3.6,GLEX,Bombardier,GES,Gestair Executive Jet SA,Global Express XRS
ad491c,N955VG  ,N955VG,FA50,ground,40.6,-75.5,F5EX,Dassault,F5EX,J4V LLC,Falcon 50EX
ad491c,N955VG  ,N955VG,FA50,ground,40.6,-75.4,F5EX,Dassault,F5EX,J4V LLC,Falcon 50EX
a95031,JNY7    ,N7DK,GLF4,ground,40.6,-75.4,GLF4,Gulfstream Aerospace,GLF4,Pontiac Aviation LLC,GIV SP
a72eeb,LXJ562  ,N562FX,CL30,ground,40.6,-73.8,CL35,Bombardier,LXJ,Flexjet,Challenger 350
44067b,IJM011  ,OE-ISX,FA7X,ground,40.6,-73.8,FA7X,Dassault,IJM,International Jet Management GmbH,Falcon 7X
a79dad,TWY590  ,N590CV,CL30,ground,40.6,-73.8,CL35,Bombardier,TWY,Solairus Aviation,Challenger 350
a3c881,N343AP  ,N343AP,FA7X,ground,40.7,-75.4,FA7X,Dassault,FA7X,Air Products & Chemicals Inc,Falcon 7X
a95031,JNY7    ,N7DK,GLF4,ground,40.7,-75.4,GLF4,Gulfstream Aerospace,GLF4,Pontiac Aviation LLC,GIV SP
a0c882,N15GX   ,N15GX,GLEX,ground,40.7,-74.2,GLEX,Bombardier,GLEX,Oracle Navigation LLC,Global Express XRS
a23f37,N244DS  ,N244DS,GLF6,ground,40.7,-74.2,G650,Gulfstream Aerospace,G650,DS Aviation LLC,G650 ER
ac3f7e,N889CH  ,N889CH,GLF6,ground,40.7,-74.2,G650,Gulfstream Aerospace,PEG,Pegasus Elite Aviation,G650
43ea87,MCNZI   ,M-MAXX,GLEX,ground,40.7,-74.2,GL6T,Bombardier,GL6T,Lavenda Services Inc,Global 6000
ac9975,N9103J  ,N9103J,GLEX,ground,40.7,-74.2,GLEX,Bombardier,PVA,Planet Nine Private Air,Global Express
a9ecde,N739E   ,N739E,CL30,ground,40.7,-74.2,CL30,Bombardier,CL30,Eaton Leasing Corp,Challenger 300
a813e9,N62AE   ,N62AE,G280,ground,40.7,-74.2,G280,Gulfstream Aerospace,G280,Air Eagle LLC,G280
0d0d61,XAFTY   ,XA-FTY,FA7X,ground,40.7,-74.2,FA7X,Dassault,LET,Aerolineas Ejecutivas SA,Falcon 7X
a79dad,TWY590  ,N590CV,CL30,ground,40.7,-73.8,CL35,Bombardier,TWY,Solairus Aviation,Challenger 350
a0e276,N156WJ  ,N156WJ,GLF4,ground,40.7,-73.4,GLF4,Gulfstream Aerospace,GLF4,156WJ LLC,GIV SP
a7dbcd,N605WG  ,N605WG,E35L,ground,40.7,-73.4,E35L,Embraer,NEW,Northeastern Aviation,Legacy 600
ac2ab8,DPJ883  ,N883TW,CL30,ground,40.8,-112.0,CL35,Bombardier,DPJ,Wheels Up Private Jets,Challenger 350
459257,MMD8077 ,OY-DRW,FA7X,ground,40.8,-112.0,,---,,---,---
a3f944,XOJ355  ,N355VJ,CL30,ground,40.8,-112.0,,---,,---,---
aa882e,EJA778  ,N778QS,CL30,ground,40.8,-112.0,CL35,Bombardier,EJA,NetJets,Challenger 350
a88ddb,N650MP  ,N650MP,G280,ground,40.8,-112.0,G280,Gulfstream Aerospace,G280,Keystone Aviation,G280
a71668,N556HD  ,N556HD,FA50,ground,40.8,-112.0,F5EX,Dassault,F5EX,N50HD LLC,Falcon 50EX
a2e561,N286MJ  ,N286MJ,F900,ground,40.8,-96.8,F9EX,Dassault,F9EX,900EX LLC,Falcon 900EX EASy
a26dc8,N256A   ,N256A,FA50,ground,40.8,-96.8,FA50,Dassault,FA50,Ameritas Life Insurance Company,Falcon 50
a724ce,ULA7    ,N56CL,FA7X,ground,40.8,-96.7,FA7X,Dassault,ULA,UltraAir,Falcon 7X
a26dc8,N256A   ,N256A,FA50,ground,40.8,-96.7,FA50,Dassault,FA50,Ameritas Life Insurance Company,Falcon 50
a88d52,N650GB  ,N650GB,GLF6,ground,40.8,-74.4,G650,Gulfstream Aerospace,G650,American Express Travel Co,G650 ER
a76546,LXJ576  ,N576FX,CL30,ground,40.8,-74.4,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a0958d,PRD1    ,N137DR,GLF4,ground,40.8,-74.4,GLF4,Gulfstream Aerospace,PRD,Presidential Aviation,GIV SP
a3d76c,N347BD  ,N347BD,FA7X,ground,40.8,-74.4,FA7X,Dassault,FA7X,Beckton Dickinson & Company,Falcon 7X
ac3dcd,N888ZA  ,N888ZA,F900,ground,40.8,-74.4,F9EX,Dassault,CLY,Clay Lacy Aviation Inc,Falcon 900EX EASy
aa22e6,EJA752  ,N752QS,CL30,ground,40.8,-74.4,CL35,Bombardier,EJA,NetJets,Challenger 350
a40b12,N36MM   ,N36MM,GLEX,ground,40.8,-74.4,GLEX,Bombardier,GLEX,JAGS Leasing LLC,Global Express XRS
a4c00d,N405JS  ,N405JS,GLF4,ground,40.8,-74.4,GLF4,Gulfstream Aerospace,JRE,flyExclusive,GIV SP
a4f9e5,N42GJ   ,N42GJ,CL30,ground,40.8,-74.4,CL30,Bombardier,CL30,JLJ Equipment Leasing Corp,Challenger 300
4b1857,HBJFR   ,HB-JFR,FA7X,ground,40.8,-74.4,FA7X,Dassault,FA7X,Japat AG,Falcon 7X
a7a91f,LXJ593  ,N593FX,CL30,ground,40.8,-74.4,CL35,Bombardier,LXJ,Flexjet,Challenger 350
aadd32,N8AG    ,N8AG,F900,ground,40.8,-74.4,F9LX,Dassault,F9LX,Wing & Rotor Transportation Holdings LLC,Falcon 900LX
a950ff,N7MR    ,N7MR,FA7X,ground,40.8,-74.4,FA7X,Dassault,FA7X,N7MR Operations,Falcon 7X
a5ea84,PEG80   ,N480VR,GLF4,ground,40.8,-74.1,GLF4,Gulfstream Aerospace,PEG,Pegasus Elite Aviation,GIV SP
a0379b,N113CS  ,N113CS,GLF6,ground,40.8,-74.1,G650,Gulfstream Aerospace,G650,113CS LLC,G650 ER
a0a97b,TWY15   ,N1415N,GLF6,ground,40.8,-74.1,G650,Gulfstream Aerospace,TWY,Solairus Aviation,G650 ER
a8e777,EJM473  ,N673GD,GLF6,ground,40.8,-74.1,,---,,---,---
acbc0c,N92CJ   ,N92CJ,FA50,ground,40.8,-74.1,FA50,Dassault,FA50,Club Jet,Falcon 50
aae294,EDG800  ,N800HH,GLF4,ground,40.8,-74.1,GLF4,Gulfstream Aerospace,EDG,Jet Edge,GIV SP
a18845,N1980K  ,N1980K,GLF6,ground,40.8,-74.1,G650,Gulfstream Aerospace,G650,Noel Air LLC,G650 ER
a18845,        ,N1980K,GLF6,ground,40.8,-74.1,G650,Gulfstream Aerospace,G650,Noel Air LLC,G650 ER
a919b5,N686CB  ,N686CB,CL30,ground,40.8,-74.1,CL35,Bombardier,CL35,HE Butt Grocery Company,Challenger 350
aa998a,N782SF  ,N782SF,GLEX,ground,40.8,-74.1,GL7T,Bombardier,JAS,Jet Aviation Flight Services,Global 7500
aa7f7c,EJM776  ,N776BT,GLF4,ground,40.8,-74.1,G450,Gulfstream Aerospace,EJM,Executive Jet Management,G450
a9ff1e,EJA743  ,N743QS,CL30,ground,40.8,-74.1,CL35,Bombardier,EJA,NetJets,Challenger 350
a34ea4,N312EA  ,N312EA,CL30,ground,40.8,-74.1,CL35,Bombardier,EDG,Jet Edge,Challenger 350
a1c9ea,EJM214  ,N214RW,CL30,ground,40.8,-74.1,CL35,Bombardier,EJM,Executive Jet Management,Challenger 350
aa02d5,N744QS  ,N744QS,CL30,ground,40.8,-74.1,CL35,Bombardier,EJA,NetJets,Challenger 350
a49ad5,EDG39   ,N396U,GLF4,ground,40.8,-74.1,GLF4,Gulfstream Aerospace,EDG,Jet Edge,GIV SP
adb711,N983J   ,N983J,GLEX,ground,40.8,-74.1,GLEX,Bombardier,GLEX,Irwin Mark Jacobs Trustee,Global Express
aa6e2d,EJA771  ,N771QS,CL30,ground,40.8,-74.1,CL35,Bombardier,EJA,NetJets,Challenger 350
a0a7d6,EJA141  ,N141QS,GLEX,ground,40.8,-74.1,GL6T,Bombardier,EJA,NetJets,Global 6000
a13e9d,EJM18   ,N18CZ,GLEX,ground,40.8,-74.1,GL6T,Bombardier,EJM,Executive Jet Management,Global 6000
a5f536,N483RA  ,N483RA,GLF4,ground,40.8,-74.1,GLF4,Gulfstream Aerospace,GLF4,Threshold Aviation Group,GIV
ab0a46,N810KJ  ,N810KJ,GLEX,ground,40.8,-74.1,GL7T,Bombardier,TWY,Solairus Aviation,Global 7500
a00c4a,N102BQ  ,N102BQ,GLF4,ground,40.8,-74.1,,---,,---,---
aa6a76,EJA770  ,N770QS,CL30,ground,40.8,-74.1,CL35,Bombardier,EJA,NetJets,Challenger 350
a31fc6,N300ER  ,N300ER,CL30,ground,40.8,-74.1,CL30,Bombardier,XSR,Executive AirShare,Challenger 300
a78116,KFB583  ,N583AJ,GLF4,ground,40.8,-74.1,GLF4,Gulfstream Aerospace,KFB,STAjets,GIV
ac0564,N874C   ,N874C,GLF4,ground,40.8,-74.1,GLF4,Gulfstream Aerospace,GLF4,Trans-Exec Air Service Inc,GIV SP
a97d34,MVJ710  ,N710MV,GLF4,ground,40.8,-74.1,GLF4,Gulfstream Aerospace,MVJ,Mira Vista Aviation,GIV SP
aa4e1c,EJA763  ,N763QS,CL30,ground,40.8,-74.1,CL35,Bombardier,EJA,NetJets,Challenger 350
a32150,N300WK  ,N300WK,CL30,ground,40.8,-74.1,CL30,Bombardier,CL30,Flightgest Aviation,Challenger 300
a7bfb0,N599JT  ,N599JT,CL30,ground,40.8,-74.1,CL35,Bombardier,VTE,Contour Aviation,Challenger 350
a400b2,XOJ357  ,N357VJ,CL30,ground,40.8,-74.1,CL35,Bombardier,XOJ,XO,Challenger 350
a9ea32,EJA738  ,N738QS,CL30,ground,40.8,-74.1,CL35,Bombardier,EJA,NetJets,Challenger 350
a5c289,N470QS  ,N470QS,GLF4,ground,40.8,-74.1,G450,Gulfstream Aerospace,EJM,Executive Jet Management,G450
abb9eb,N855A   ,N855A,G280,ground,40.8,-74.1,G280,Gulfstream Aerospace,G280,StoneX Group Inc,G280
a3a178,N333FG  ,N333FG,GLF4,ground,40.8,-74.1,GLF4,Gulfstream Aerospace,GLF4,Aviation Charters Inc,GIV SP
a0cb44,N150MB  ,N150MB,CL30,ground,40.8,-74.1,CL30,Bombardier,CL30,Craft Charter,Challenger 300
a3fcfb,XOJ356  ,N356VJ,CL30,ground,40.8,-74.1,CL35,Bombardier,XOJ,XO,Challenger 350
ad491c,N955VG  ,N955VG,FA50,ground,40.8,-74.1,F5EX,Dassault,F5EX,J4V LLC,Falcon 50EX
43ea87,MCNZI   ,M-MAXX,GLEX,ground,40.8,-74.1,GL6T,Bombardier,GL6T,Lavenda Services Inc,Global 6000
a7a91f,LXJ593  ,N593FX,CL30,ground,40.8,-74.1,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a955fd,EJA700  ,N700QS,CL30,ground,40.8,-74.1,CL35,Bombardier,EJA,NetJets,Challenger 350
a9d062,JCT73   ,N731SR,F900,ground,40.8,-74.1,F9EX,Dassault,JCT,Jet Charter Inc,Falcon 900EX
a9b63c,LRT0725 ,N725BD,E35L,ground,40.8,-74.1,E35L,Embraer,LRT,Liberty Jet Management,Legacy 600
a4b89f,N403JS  ,N403JS,GLF4,ground,40.8,-74.1,GLF4,Gulfstream Aerospace,JRE,flyExclusive,GIV SP
a9816a,N711SX  ,N711SX,GLEX,ground,40.8,-74.1,GLEX,Bombardier,GLEX,Jonathan D Lewis,Global Express
a65054,N506BA  ,N506BA,FA7X,ground,40.8,-74.1,FA7X,Dassault,XFL,Executive Fliteways,Falcon 7X
aa558a,EJA765  ,N765QS,CL30,ground,40.8,-74.1,CL35,Bombardier,EJA,NetJets,Challenger 350
a5c0bc,N47WG   ,N47WG,GLEX,ground,40.8,-74.1,GLEX,Bombardier,KPO,Wing Aviation Group,Global Express
a0836c,EDG403  ,N132JE,GLF4,ground,40.8,-74.1,GLF4,Gulfstream Aerospace,EDG,Jet Edge,GIV SP
a69fcb,LXJ526  ,N526FX,CL30,ground,40.8,-74.1,CL30,Bombardier,LXJ,Flexjet,Challenger 300
aacfbe,EJA796  ,N796QS,CL30,ground,40.8,-74.1,CL35,Bombardier,EJA,NetJets,Challenger 350
a48e1b,N393BV  ,N393BV,GLEX,ground,40.8,-74.1,,---,,---,---
a6697e,N512GL  ,N512GL,GLEX,ground,40.8,-74.1,GL7T,Bombardier,JAS,Jet Aviation Flight Services,Global 7500
a336b5,N306MF  ,N306MF,CL30,ground,40.8,-74.1,CL30,Bombardier,CL30,Tamko Building Products Inc,Challenger 300
a35206,N313AR  ,N313AR,GLF4,ground,40.8,-74.1,GLF4,Gulfstream Aerospace,GAJ,Gama Aviation Signature,GIV SP
a588f9,LXJ456  ,N456FX,GLF4,ground,40.8,-74.1,G450,Gulfstream Aerospace,LXJ,Flexjet,G450
ab8baa,N843GX  ,N843GX,GLEX,ground,40.8,-74.1,GLEX,Bombardier,GLEX,GEX 9026 LLC,Global Express
a3a9de,N335RE  ,N335RE,CL30,ground,40.8,-74.1,CL35,Bombardier,EDG,Jet Edge,Challenger 350
ab888d,PEG42   ,N842PA,GLF4,ground,40.8,-74.1,GLF4,Gulfstream Aerospace,PEG,Pegasus Elite Aviation,GIV
3c5c45,BTX5E   ,D-AGBE,FA7X,ground,40.8,-74.1,,---,,---,---
c04e94,SYB007  ,C-GDTR,GLEX,ground,40.8,-74.1,GL6T,Bombardier,SYB,Skyservice Business Aviation,Global 6000
a29ea2,PEG68   ,N268VT,GLF4,ground,40.8,-74.1,GLF4,Gulfstream Aerospace,PEG,Pegasus Elite Aviation,GIV SP
a82540,N624BP  ,N624BP,GLEX,ground,40.8,-74.1,GL6T,Bombardier,GL6T,SDMV LLC,Global 6000
0d0bc5,XAJEY   ,XA-JEY,GLF4,ground,40.8,-74.1,GLF4,Gulfstream Aerospace,GLF4,Performance Air SAPI de CV,GIV SP
a9b274,N724AM  ,N724AM,GLEX,ground,40.8,-74.1,GL6T,Bombardier,GL6T,True Nomad LLC,Global 6000
ac3dd2,TWY888  ,N888ZF,GLF6,ground,40.8,-74.1,G650,Gulfstream Aerospace,TWY,Solairus Aviation,G650 ER
a53663,N435HC  ,N435HC,GLF4,ground,40.8,-74.1,GLF4,Gulfstream Aerospace,CLY,Clay Lacy Aviation Inc,GIV SP
a3d7e4,N347FZ  ,N347FZ,CL30,ground,40.8,-74.1,CL35,Bombardier,CLY,Clay Lacy Aviation Inc,Challenger 350
ac6428,EJM898  ,N898MJ,GLEX,ground,40.8,-74.1,GL6T,Bombardier,EJM,Executive Jet Management,Global 6000
a6f280,LXJ547  ,N547FX,CL30,ground,40.8,-74.1,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a9bb45,EJA726  ,N726QS,CL30,ground,40.8,-74.1,CL35,Bombardier,EJA,NetJets,Challenger 350
ac70c5,N900SJ  ,N900SJ,F900,ground,40.8,-74.1,,---,,---,---
4d22d1,ALE75X  ,9H-ANS,GLEX,ground,40.8,-74.1,GL6T,Bombardier,ALE,Alliance Executive Jets,Global 6000
a76546,LXJ576  ,N576FX,CL30,ground,40.8,-73.9,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a3133d,N298AL  ,N298AL,GLF6,ground,40.8,-73.9,G650,Gulfstream Aerospace,CLY,Clay Lacy Aviation Inc,G650 ER
c04e20,CGDPF   ,C-GDPF,GLEX,ground,40.8,-73.9,GLEX,Bombardier,EXA,Execaire Inc,Global Express XRS
a249a0,N2467K  ,N2467K,GLF4,ground,40.8,-73.9,,---,,---,---
a032bb,        ,N1113R,GLF6,ground,40.8,-73.9,G650,Gulfstream Aerospace,TWY,Solairus Aviation,G650 ER
ad0b62,LXJ94   ,N94FX,GLEX,ground,40.8,-73.9,GLEX,Bombardier,LXJ,Flexjet,Global Express XRS
0aa001,X8PASD  ,8P-ASD,GLF6,ground,40.8,-72.6,G650,Gulfstream Aerospace,G650,Grupo Santo Domingo,G650 ER
aa95ac,EJA781  ,N781QS,CL30,ground,40.8,-72.6,CL35,Bombardier,EJA,NetJets,Challenger 350
a57666,LXJ451  ,N451FX,GLF4,ground,40.8,-72.6,G450,Gulfstream Aerospace,LXJ,Flexjet,G450 LXI
a83c9b,N63NM   ,N63NM,GLF4,ground,40.8,-72.6,GLF4,Gulfstream Aerospace,GLF4,Century Jets,GIV
a57046,N411R   ,N45FF,FA7X,ground,40.9,-111.9,FA7X,Dassault,FA7X,Leconte LLC,Falcon 7X
a3fc35,N356ML  ,N356ML,CL30,ground,40.9,-96.8,CL30,Bombardier,CL30,Corporate,Challenger 300
a724ce,ULA7    ,N56CL,FA7X,ground,40.9,-96.8,FA7X,Dassault,ULA,UltraAir,Falcon 7X
a2e561,N286MJ  ,N286MJ,F900,ground,40.9,-96.8,F9EX,Dassault,F9EX,900EX LLC,Falcon 900EX EASy
a3fc35,N356ML  ,N356ML,CL30,ground,40.9,-96.7,CL30,Bombardier,CL30,Corporate,Challenger 300
a724ce,ULA7    ,N56CL,FA7X,ground,40.9,-96.7,FA7X,Dassault,ULA,UltraAir,Falcon 7X
a2e561,N286MJ  ,N286MJ,F900,ground,40.9,-96.7,F9EX,Dassault,F9EX,900EX LLC,Falcon 900EX EASy
a26dc8,N256A   ,N256A,FA50,ground,40.9,-96.7,FA50,Dassault,FA50,Ameritas Life Insurance Company,Falcon 50
a9c66a,EJA729  ,N729QS,CL30,ground,40.9,-81.4,CL35,Bombardier,EJA,NetJets,Challenger 350
a79433,LXJ588  ,N588FX,CL30,ground,40.9,-81.4,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a49ad5,EDG39   ,N396U,GLF4,ground,40.9,-81.4,GLF4,Gulfstream Aerospace,EDG,Jet Edge,GIV SP
a0723d,TWY44   ,N128JL,F900,ground,40.9,-74.1,F9EX,Dassault,TWY,Solairus Aviation,Falcon 900EX
a6a382,LXJ527  ,N527FX,CL30,ground,40.9,-74.1,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a31d4d,JNY30   ,N30DJ,GLF4,ground,40.9,-74.1,GLF4,Gulfstream Aerospace,JNY,Journey Aviation,GIV SP
a57412,N450WB  ,N450WB,GLF4,ground,40.9,-74.1,G450,Gulfstream Aerospace,G450,Bindley Aviation LLC,G450
a0379b,N113CS  ,N113CS,GLF6,ground,40.9,-74.1,G650,Gulfstream Aerospace,G650,113CS LLC,G650 ER
a0a97b,TWY15   ,N1415N,GLF6,ground,40.9,-74.1,G650,Gulfstream Aerospace,TWY,Solairus Aviation,G650 ER
a6876f,N52JT   ,N52JT,CL30,ground,40.9,-74.1,CL30,Bombardier,EDG,Jet Edge,Challenger 300
a8e777,EJM473  ,N673GD,GLF6,ground,40.9,-74.1,,---,,---,---
acbc0c,N92CJ   ,N92CJ,FA50,ground,40.9,-74.1,FA50,Dassault,FA50,Club Jet,Falcon 50
abcda2,EDG86   ,N86MS,GLF4,ground,40.9,-74.1,GLF4,Gulfstream Aerospace,EDG,Jet Edge,GIV SP
abe6d6,LXJ866  ,N866TM,CL30,ground,40.9,-74.1,CL30,Bombardier,LXJ,Flexjet,Challenger 300
a79433,LXJ588  ,N588FX,CL30,ground,40.9,-74.1,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a3c881,N343AP  ,N343AP,FA7X,ground,40.9,-74.1,FA7X,Dassault,FA7X,Air Products & Chemicals Inc,Falcon 7X
aae294,EDG800  ,N800HH,GLF4,ground,40.9,-74.1,GLF4,Gulfstream Aerospace,EDG,Jet Edge,GIV SP
a18845,        ,N1980K,GLF6,ground,40.9,-74.1,G650,Gulfstream Aerospace,G650,Noel Air LLC,G650 ER
a919b5,N686CB  ,N686CB,CL30,ground,40.9,-74.1,CL35,Bombardier,CL35,HE Butt Grocery Company,Challenger 350
a41ff5,N365MC  ,N365MC,CL30,ground,40.9,-74.1,CL35,Bombardier,CL35,Cockrell Resources,Challenger 350
a0de5d,N155SL  ,N155SL,CL30,ground,40.9,-74.1,CL30,Bombardier,CL30,Cockrell Resources,Challenger 300
aa998a,N782SF  ,N782SF,GLEX,ground,40.9,-74.1,GL7T,Bombardier,JAS,Jet Aviation Flight Services,Global 7500
a13044,EDG17   ,N176JE,GLF4,ground,40.9,-74.1,GLF4,Gulfstream Aerospace,EDG,Jet Edge,GIV SP
a9ff1e,EJA743  ,N743QS,CL30,ground,40.9,-74.1,CL35,Bombardier,EJA,NetJets,Challenger 350
a34ea4,N312EA  ,N312EA,CL30,ground,40.9,-74.1,CL35,Bombardier,EDG,Jet Edge,Challenger 350
a1c9ea,EJM214  ,N214RW,CL30,ground,40.9,-74.1,CL35,Bombardier,EJM,Executive Jet Management,Challenger 350
a77de9,LXJ582  ,N582FX,CL30,ground,40.9,-74.1,CL35,Bombardier,LXJ,Flexjet,Challenger 350
a49ad5,EDG39   ,N396U,GLF4,ground,40.9,-74.1,GLF4,Gulfstream Aerospace,EDG,Jet Edge,GIV SP
a80cbe,WDY618  ,N618CX,F900,ground,40.9,-74.1,F900,Dassault,WDY,Phoenix Airlines Services,Falcon 900 B
adb711,N983J   ,N983J,GLEX,ground,40.9,-74.1,GLEX,Bombardier,GLEX,Irwin Mark Jacobs Trustee,Global Express
aa6e2d,EJA771  ,N771QS,CL30,ground,40.9,-74.1,CL35,Bombardier,EJA,NetJets,Challenger 350
a0a7d6,EJA141  ,N141QS,GLEX,ground,40.9,-74.1,GL6T,Bombardier,EJA,NetJets,Global 6000
a63722,N5VJ    ,N5VJ,F900,ground,40.9,-74.1,F9EX,Dassault,GAJ,Gama Aviation Signature,Falcon 900EX
a13e9d,EJM18   ,N18CZ,GLEX,ground,40.9,-74.1,GL6T,Bombardier,EJM,Executive Jet Management,Global 6000
adf1e7,N998RW  ,N998RW,FA7X,ground,40.9,-74.1,FA7X,Dassault,JTL,Jet Linx Aviation,Falcon 7X
a5f536,N483RA  ,N483RA,GLF4,ground,40.9,-74.1,GLF4,Gulfstream Aerospace,GLF4,Threshold Aviation Group,GIV
0aa001,X8PASD  ,8P-ASD,GLF6,ground,40.9,-74.1,G650,Gulfstream Aerospace,G650,Grupo Santo Domingo,G650 ER
a00c4a,N102BQ  ,N102BQ,GLF4,ground,40.9,-74.1,,---,,---,---
a31fc6,N300ER  ,N300ER,CL30,ground,40.9,-74.1,CL30,Bombardier,XSR,Executive AirShare,Challenger 300
a78116,KFB583  ,N583AJ,GLF4,ground,40.9,-74.1,GLF4,Gulfstream Aerospace,KFB,STAjets,GIV
ac1fe2,N880X   ,N880X,GLEX,ground,40.9,-74.1,GL6T,Bombardier,GL6T,Pratt Aviation P/L,Global 6000
ac0564,N874C   ,N874C,GLF4,ground,40.9,-74.1,GLF4,Gulfstream Aerospace,GLF4,Trans-Exec Air Service Inc,GIV SP
adabc1,N980GG  ,N980GG,GLEX,ground,40.9,-74.1,GL6T,Bombardier,GL6T,Lucky Fives LLC,Global 6000
ac952b,WWI91   ,N91JS,GLF4,ground,40.9,-74.1,GLF4,Gulfstream Aerospace,WWI,Worldwide Jet Charter,GIV SP
a88ecd,N650XF  ,N650XF,GLF6,ground,40.9,-74.1,G650,Gulfstream Aerospace,JAS,Jet Aviation Flight Services,G650
ab48aa,WWI82   ,N826RP,GLF4,ground,40.9,-74.1,G300,Gulfstream Aerospace,WWI,Worldwide Jet Charter,G300
a13f96,N18NY   ,N18NY,GLF4,ground,40.9,-74.1,G450,Gulfstream Aerospace,G450,TSTC LLC,G450
4077c4,LNX12MO ,G-FOMO,GLEX,ground,40.9,-74.1,GL6T,Bombardier,LNX,Luxaviation UK,Global 6000
a973a4,N708Q   ,N708Q,CL30,ground,40.9,-74.1,CL35,Bombardier,EDG,Jet Edge,Challenger 350
a6ec95,XOJ545  ,N545XJ,CL30,ground,40.9,-74.1,CL30,Bombardier,XOJ,XO,Challenger 300
a91618,JAS685  ,N685DC,FA7X,ground,40.9,-74.1,FA7X,Dassault,JAS,Jet Aviation Flight Services,Falcon 7X
a97d34,MVJ710  ,N710MV,GLF4,ground,40.9,-74.1,GLF4,Gulfstream Aerospace,MVJ,Mira Vista Aviation,GIV SP
acd10b,N925DC  ,N925DC,GLF4,ground,40.9,-74.1,GLF4,Gulfstream Aerospace,GLF4,Avion LLC,GIV SP
aa4e1c,EJA763  ,N763QS,CL30,ground,40.9,-74.1,CL35,Bombardier,EJA,NetJets,Challenger 350
a32150,N300WK  ,N300WK,CL30,ground,40.9,-74.1,CL30,Bombardier,CL30,Flightgest Aviation,Challenger 300
a7bfb0,N599JT  ,N599JT,CL30,ground,40.9,-74.1,CL35,Bombardier,VTE,Contour Aviation,Challenger 350
